,product,place,amount,hot,rain,snow,cost,year,month
33,Целебные травы,Анор Лондо,30.891290175099073,0,0,0,3.07,2216,Feb
34,Целебные травы,Анор Лондо,33.85301683086992,0,0,0,3.07,2216,Feb
35,Целебные травы,Анор Лондо,26.108908846553035,0,0,0,3.07,2216,Feb
36,Целебные травы,Анор Лондо,27.53196957507707,0,0,0,3.07,2216,Feb
37,Целебные травы,Анор Лондо,24.07874028495634,0,0,0,3.07,2216,Feb
38,Целебные травы,Анор Лондо,29.94978843350124,0,0,0,3.07,2216,Feb
39,Целебные травы,Анор Лондо,35.73510424580711,1,0,0,3.07,2216,Feb
40,Целебные травы,Анор Лондо,27.520842105344226,0,0,0,3.07,2216,Feb
41,Целебные травы,Анор Лондо,29.26460226764456,0,0,0,3.3,2216,Feb
42,Целебные травы,Анор Лондо,33.95403547595262,0,0,0,3.3,2216,Feb
43,Целебные травы,Анор Лондо,26.696753702842262,0,0,0,3.3,2216,Feb
44,Целебные травы,Анор Лондо,27.38782649491789,0,0,0,3.3,2216,Feb
45,Целебные травы,Анор Лондо,29.891918432080804,0,0,0,3.3,2216,Feb
46,Целебные травы,Анор Лондо,45.04022444273326,0,0,1,3.3,2216,Feb
47,Целебные травы,Анор Лондо,35.17190153108587,0,1,0,3.3,2216,Feb
48,Целебные травы,Анор Лондо,40.04092769311591,1,0,0,3.3,2216,Feb
49,Целебные травы,Анор Лондо,32.67988132497983,0,0,0,3.3,2216,Feb
50,Целебные травы,Анор Лондо,35.429369763557304,0,1,0,3.3,2216,Feb
51,Целебные травы,Анор Лондо,29.030002559677595,0,0,0,3.3,2216,Feb
52,Целебные травы,Анор Лондо,27.243150298561126,0,0,0,3.3,2216,Feb
53,Целебные травы,Анор Лондо,49.54879480069422,0,1,0,3.3,2216,Feb
54,Целебные травы,Анор Лондо,34.97649549878515,0,0,0,3.3,2216,Feb
55,Целебные травы,Анор Лондо,43.62314023389737,0,0,1,3.3,2216,Feb
56,Целебные травы,Анор Лондо,24.749493987243213,0,0,0,3.3,2216,Feb
57,Целебные травы,Анор Лондо,39.10466955151467,1,0,0,3.3,2216,Feb
58,Целебные травы,Анор Лондо,22.532999242638684,0,0,0,3.3,2216,Feb
59,Целебные травы,Анор Лондо,24.383040349570038,0,0,0,3.3,2216,Mar
60,Целебные травы,Анор Лондо,41.7181990312415,0,1,0,3.3,2216,Mar
61,Целебные травы,Анор Лондо,36.99206499109032,1,0,0,3.3,2216,Mar
62,Целебные травы,Анор Лондо,45.48085663341841,1,0,0,3.3,2216,Mar
63,Целебные травы,Анор Лондо,28.070700252141087,0,0,0,3.3,2216,Mar
64,Целебные травы,Анор Лондо,42.33063245270111,0,0,1,4.04,2216,Mar
65,Целебные травы,Анор Лондо,29.464201524600004,0,0,0,4.04,2216,Mar
66,Целебные травы,Анор Лондо,40.464981188352006,0,0,1,4.04,2216,Mar
67,Целебные травы,Анор Лондо,39.33865852826376,0,0,1,4.04,2216,Mar
68,Целебные травы,Анор Лондо,27.828541425798832,0,0,0,4.04,2216,Mar
69,Целебные травы,Анор Лондо,38.7011005728475,0,0,1,4.04,2216,Mar
70,Целебные травы,Анор Лондо,40.49213419950113,1,0,0,4.04,2216,Mar
71,Целебные травы,Анор Лондо,36.82367628783556,0,0,0,4.04,2216,Mar
72,Целебные травы,Анор Лондо,31.61611576187528,0,0,0,4.04,2216,Mar
73,Целебные травы,Анор Лондо,41.045426770030694,0,0,1,4.04,2216,Mar
74,Целебные травы,Анор Лондо,43.82553582933557,0,1,0,4.04,2216,Mar
75,Целебные травы,Анор Лондо,39.74526172488875,0,0,1,4.04,2216,Mar
76,Целебные травы,Анор Лондо,41.672466744975495,0,0,1,4.04,2216,Mar
77,Целебные травы,Анор Лондо,26.53309768610144,0,0,0,4.04,2216,Mar
78,Целебные травы,Анор Лондо,42.88653168288086,1,0,0,4.04,2216,Mar
79,Целебные травы,Анор Лондо,28.564955667603353,0,0,0,4.04,2216,Mar
80,Целебные травы,Анор Лондо,41.83069727122587,1,0,0,4.04,2216,Mar
81,Целебные травы,Анор Лондо,32.82771107393056,0,0,0,4.04,2216,Mar
82,Целебные травы,Анор Лондо,43.14946760068133,0,0,1,4.04,2216,Mar
83,Целебные травы,Анор Лондо,41.83597818604767,0,1,0,4.04,2216,Mar
84,Целебные травы,Анор Лондо,30.793056249978743,0,0,0,4.04,2216,Mar
85,Целебные травы,Анор Лондо,41.95372074711067,0,1,0,3.88,2216,Mar
86,Целебные травы,Анор Лондо,47.42268298789034,1,0,0,3.88,2216,Mar
87,Целебные травы,Анор Лондо,47.72032404060325,0,1,0,3.88,2216,Mar
88,Целебные травы,Анор Лондо,51.02487720468033,0,0,1,3.88,2216,Mar
89,Целебные травы,Анор Лондо,45.007209861479716,0,0,1,3.88,2216,Mar
90,Целебные травы,Анор Лондо,25.60654176472942,0,0,0,3.88,2216,Apr
91,Целебные травы,Анор Лондо,26.97930360401623,0,0,0,3.88,2216,Apr
92,Целебные травы,Анор Лондо,29.76414284459484,0,0,0,3.88,2216,Apr
93,Целебные травы,Анор Лондо,42.76591269527346,1,0,0,3.88,2216,Apr
94,Целебные травы,Анор Лондо,42.24102533530238,1,0,0,3.88,2216,Apr
95,Целебные травы,Анор Лондо,31.612443181652374,0,0,0,3.88,2216,Apr
96,Целебные травы,Анор Лондо,44.076639957542895,0,0,1,3.88,2216,Apr
97,Целебные травы,Анор Лондо,29.246036898930388,0,0,0,3.88,2216,Apr
98,Целебные травы,Анор Лондо,48.6631896762175,1,0,0,3.88,2216,Apr
99,Целебные травы,Анор Лондо,43.98490742659837,0,0,1,3.88,2216,Apr
100,Целебные травы,Анор Лондо,44.754004376991475,0,1,0,3.88,2216,Apr
101,Целебные травы,Анор Лондо,33.54374093680384,0,0,0,3.88,2216,Apr
102,Целебные травы,Анор Лондо,47.311942468356015,1,0,0,3.88,2216,Apr
103,Целебные травы,Анор Лондо,26.97233493659833,0,0,0,3.88,2216,Apr
104,Целебные травы,Анор Лондо,33.13612917720144,0,0,0,3.88,2216,Apr
105,Целебные травы,Анор Лондо,51.15051310821109,0,0,1,3.88,2216,Apr
106,Целебные травы,Анор Лондо,30.468068310199943,0,0,0,3.88,2216,Apr
107,Целебные травы,Анор Лондо,31.249219157825173,0,0,0,2.49,2216,Apr
108,Целебные травы,Анор Лондо,30.15445152408724,0,0,0,2.49,2216,Apr
109,Целебные травы,Анор Лондо,29.390438682806188,0,0,0,2.49,2216,Apr
110,Целебные травы,Анор Лондо,50.10841797718498,0,1,0,2.49,2216,Apr
111,Целебные травы,Анор Лондо,46.8485134547434,1,0,0,2.49,2216,Apr
112,Целебные травы,Анор Лондо,48.85805788691797,0,0,1,2.49,2216,Apr
113,Целебные травы,Анор Лондо,42.858988223705424,0,0,1,2.49,2216,Apr
114,Целебные травы,Анор Лондо,32.00647679982997,0,0,0,2.49,2216,Apr
115,Целебные травы,Анор Лондо,38.307372761808296,1,0,0,2.49,2216,Apr
116,Целебные травы,Анор Лондо,30.728861138780328,0,0,0,2.49,2216,Apr
117,Целебные травы,Анор Лондо,33.62164899937541,0,0,0,2.49,2216,Apr
118,Целебные травы,Анор Лондо,55.1762578845065,1,0,0,2.49,2216,Apr
119,Целебные травы,Анор Лондо,42.694316721555,0,1,0,2.49,2216,Apr
120,Целебные травы,Анор Лондо,29.556957063156045,0,0,0,2.4,2216,May
121,Целебные травы,Анор Лондо,50.62237137181027,1,0,0,2.4,2216,May
122,Целебные травы,Анор Лондо,47.97672142863637,0,0,1,2.4,2216,May
123,Целебные травы,Анор Лондо,43.400284789119034,0,1,0,2.4,2216,May
124,Целебные травы,Анор Лондо,32.86144312702915,0,0,0,2.4,2216,May
125,Целебные травы,Анор Лондо,34.39511593917343,0,0,0,2.4,2216,May
126,Целебные травы,Анор Лондо,46.771460299223435,0,1,0,2.4,2216,May
127,Целебные травы,Анор Лондо,27.554658280061545,0,0,0,2.4,2216,May
128,Целебные травы,Анор Лондо,27.76642012947649,0,0,0,2.4,2216,May
129,Целебные травы,Анор Лондо,42.59863468154223,0,0,1,2.4,2216,May
130,Целебные травы,Анор Лондо,39.98897128063809,1,0,0,2.4,2216,May
131,Целебные травы,Анор Лондо,44.07285618510342,0,1,0,2.4,2216,May
132,Целебные травы,Анор Лондо,30.924351384573058,0,0,0,2.4,2216,May
133,Целебные травы,Анор Лондо,46.953300123044365,1,0,0,2.4,2216,May
134,Целебные травы,Анор Лондо,30.974991366239177,0,0,0,2.4,2216,May
135,Целебные травы,Анор Лондо,39.27247984137465,0,0,0,2.4,2216,May
136,Целебные травы,Анор Лондо,37.64238151456804,0,0,0,2.4,2216,May
137,Целебные травы,Анор Лондо,22.67779688806188,0,0,0,4.63,2216,May
138,Целебные травы,Анор Лондо,40.8486886374593,0,0,1,4.63,2216,May
139,Целебные травы,Анор Лондо,46.760961575119836,1,0,0,4.63,2216,May
140,Целебные травы,Анор Лондо,30.790021759233383,0,0,0,4.63,2216,May
141,Целебные травы,Анор Лондо,39.393634048637296,1,0,0,4.63,2216,May
142,Целебные травы,Анор Лондо,41.29346840387113,0,1,0,4.63,2216,May
143,Целебные травы,Анор Лондо,30.629566188333822,0,0,0,4.63,2216,May
144,Целебные травы,Анор Лондо,43.07335693671163,0,0,1,4.63,2216,May
145,Целебные травы,Анор Лондо,47.385578234971796,1,0,0,4.63,2216,May
146,Целебные травы,Анор Лондо,43.52393667611094,0,0,1,4.63,2216,May
147,Целебные травы,Анор Лондо,44.060800830251914,0,1,0,4.63,2216,May
148,Целебные травы,Анор Лондо,29.973352245508647,0,0,0,4.63,2216,May
149,Целебные травы,Анор Лондо,43.918807088138685,0,0,1,4.63,2216,May
150,Целебные травы,Анор Лондо,37.07079493986946,1,0,0,4.63,2216,May
151,Целебные травы,Анор Лондо,35.66423649719768,0,0,0,4.63,2216,Jun
152,Целебные травы,Анор Лондо,37.41838145756464,0,0,0,4.63,2216,Jun
153,Целебные травы,Анор Лондо,34.86412439846946,0,0,0,4.63,2216,Jun
154,Целебные травы,Анор Лондо,35.130074200308954,0,0,0,4.63,2216,Jun
155,Целебные травы,Анор Лондо,32.59074743052384,0,0,0,4.63,2216,Jun
156,Целебные травы,Анор Лондо,43.81775298233262,0,0,1,4.63,2216,Jun
157,Целебные травы,Анор Лондо,29.209670536623385,0,0,0,4.63,2216,Jun
158,Целебные травы,Анор Лондо,48.42218123509931,0,0,1,4.47,2216,Jun
159,Целебные травы,Анор Лондо,46.47502250747514,0,1,0,4.47,2216,Jun
160,Целебные травы,Анор Лондо,35.4646417663699,0,0,0,4.47,2216,Jun
161,Целебные травы,Анор Лондо,39.937526178102594,0,0,0,4.47,2216,Jun
162,Целебные травы,Анор Лондо,27.894178311532595,0,0,0,4.47,2216,Jun
163,Целебные травы,Анор Лондо,38.63378342544078,0,0,0,4.47,2216,Jun
164,Целебные травы,Анор Лондо,34.63306159967907,0,0,0,4.47,2216,Jun
165,Целебные травы,Анор Лондо,31.432838854120373,0,0,0,4.47,2216,Jun
166,Целебные травы,Анор Лондо,29.808975193855776,0,0,0,4.47,2216,Jun
167,Целебные травы,Анор Лондо,50.91267868601761,0,0,1,4.47,2216,Jun
168,Целебные травы,Анор Лондо,37.0708515034923,0,0,0,4.47,2216,Jun
169,Целебные травы,Анор Лондо,51.92896574972795,1,0,0,4.47,2216,Jun
170,Целебные травы,Анор Лондо,55.23800019653787,0,0,1,4.47,2216,Jun
171,Целебные травы,Анор Лондо,35.758790376734,0,0,0,4.47,2216,Jun
172,Целебные травы,Анор Лондо,54.42719278859151,0,0,1,4.47,2216,Jun
173,Целебные травы,Анор Лондо,39.17769447853944,0,0,0,4.47,2216,Jun
174,Целебные травы,Анор Лондо,27.02409408890645,0,0,0,3.79,2216,Jun
175,Целебные травы,Анор Лондо,41.79894322601911,0,0,0,3.79,2216,Jun
176,Целебные травы,Анор Лондо,44.759964510869054,0,0,1,3.79,2216,Jun
177,Целебные травы,Анор Лондо,33.8051311815953,0,0,0,3.79,2216,Jun
178,Целебные травы,Анор Лондо,52.64356111484061,1,0,0,3.79,2216,Jun
179,Целебные травы,Анор Лондо,46.32501565511049,0,1,0,3.79,2216,Jun
180,Целебные травы,Анор Лондо,51.88992448484463,1,0,0,3.79,2216,Jun
181,Целебные травы,Анор Лондо,50.478783106004634,1,0,0,3.79,2216,Jul
182,Целебные травы,Анор Лондо,53.3356498966365,0,0,1,3.79,2216,Jul
183,Целебные травы,Анор Лондо,39.10675811300028,0,0,0,3.79,2216,Jul
184,Целебные травы,Анор Лондо,54.79273223150273,1,0,0,3.79,2216,Jul
185,Целебные травы,Анор Лондо,48.696986534978066,1,0,0,3.79,2216,Jul
186,Целебные травы,Анор Лондо,50.676112662883,0,0,1,3.79,2216,Jul
187,Целебные травы,Анор Лондо,51.605019765108196,0,1,0,3.79,2216,Jul
188,Целебные травы,Анор Лондо,32.754232981812756,0,0,0,3.79,2216,Jul
189,Целебные травы,Анор Лондо,51.81328069007819,0,1,0,3.79,2216,Jul
190,Целебные травы,Анор Лондо,58.17094947198067,0,0,1,3.79,2216,Jul
191,Целебные травы,Анор Лондо,36.70649980585363,0,0,0,3.79,2216,Jul
192,Целебные травы,Анор Лондо,52.08783886668317,0,0,1,3.79,2216,Jul
193,Целебные травы,Анор Лондо,42.92082602038362,0,0,0,3.79,2216,Jul
194,Целебные травы,Анор Лондо,56.1075426151392,0,0,1,3.79,2216,Jul
195,Целебные травы,Анор Лондо,46.10995857514195,0,0,0,3.79,2216,Jul
196,Целебные травы,Анор Лондо,52.31115307262956,0,0,1,3.79,2216,Jul
197,Целебные травы,Анор Лондо,42.15169610806464,0,0,0,3.79,2216,Jul
198,Целебные травы,Анор Лондо,52.30000187296824,1,0,0,3.4,2216,Jul
199,Целебные травы,Анор Лондо,50.55895353276584,1,0,0,3.4,2216,Jul
200,Целебные травы,Анор Лондо,52.032635091418456,0,1,0,3.4,2216,Jul
201,Целебные травы,Анор Лондо,51.00112491781164,0,1,0,3.4,2216,Jul
202,Целебные травы,Анор Лондо,52.78199900103515,1,0,0,3.4,2216,Jul
203,Целебные травы,Анор Лондо,39.696175439787936,0,0,0,3.4,2216,Jul
204,Целебные травы,Анор Лондо,56.67738922589595,0,0,1,3.4,2216,Jul
205,Целебные травы,Анор Лондо,52.19817865132215,0,0,1,3.4,2216,Jul
206,Целебные травы,Анор Лондо,36.81443670342609,0,0,0,3.4,2216,Jul
207,Целебные травы,Анор Лондо,43.31617556036575,0,0,0,3.4,2216,Jul
208,Целебные травы,Анор Лондо,48.06704639134224,0,0,0,3.4,2216,Jul
209,Целебные травы,Анор Лондо,53.089994134826455,1,0,0,3.4,2216,Jul
210,Целебные травы,Анор Лондо,51.22806254609505,0,0,1,3.4,2216,Jul
211,Целебные травы,Анор Лондо,54.0477015871941,0,0,1,3.4,2216,Jul
212,Целебные травы,Анор Лондо,52.79117816045373,0,1,0,3.4,2216,Aug
213,Целебные травы,Анор Лондо,46.529310860299276,0,1,0,3.4,2216,Aug
214,Целебные травы,Анор Лондо,53.41496347314171,0,1,0,3.4,2216,Aug
215,Целебные травы,Анор Лондо,38.80258406737261,0,0,0,3.4,2216,Aug
216,Целебные травы,Анор Лондо,57.39189227211556,1,0,0,3.4,2216,Aug
217,Целебные травы,Анор Лондо,45.576353058490106,0,0,0,3.4,2216,Aug
218,Целебные травы,Анор Лондо,45.915100873911406,0,0,0,3.4,2216,Aug
219,Целебные травы,Анор Лондо,52.89431594686241,0,1,0,3.4,2216,Aug
220,Целебные травы,Анор Лондо,40.532285662605155,0,0,0,3.4,2216,Aug
221,Целебные травы,Анор Лондо,52.633172664290434,0,1,0,3.4,2216,Aug
222,Целебные травы,Анор Лондо,48.73283769609361,0,0,0,3.4,2216,Aug
223,Целебные травы,Анор Лондо,58.07892298544323,0,0,1,3.4,2216,Aug
224,Целебные травы,Анор Лондо,58.09761040024313,0,0,1,3.4,2216,Aug
225,Целебные травы,Анор Лондо,41.242747006509106,0,0,0,3.4,2216,Aug
226,Целебные травы,Анор Лондо,35.637112911491954,0,0,0,3.4,2216,Aug
227,Целебные травы,Анор Лондо,54.58370543791483,0,0,1,3.4,2216,Aug
228,Целебные травы,Анор Лондо,60.46855677870994,1,0,0,2.7,2216,Aug
229,Целебные травы,Анор Лондо,37.70471477262467,0,0,0,2.7,2216,Aug
230,Целебные травы,Анор Лондо,54.98071897876704,0,1,0,2.7,2216,Aug
231,Целебные травы,Анор Лондо,39.74334498718345,0,0,0,2.7,2216,Aug
232,Целебные травы,Анор Лондо,58.15288380133316,0,0,1,2.7,2216,Aug
233,Целебные травы,Анор Лондо,34.25661278552038,0,0,0,2.7,2216,Aug
234,Целебные травы,Анор Лондо,43.69017911688671,0,0,0,2.7,2216,Aug
235,Целебные травы,Анор Лондо,56.026990430532244,1,0,0,2.7,2216,Aug
236,Целебные травы,Анор Лондо,53.43424929675965,0,0,1,2.7,2216,Aug
237,Целебные травы,Анор Лондо,48.34860357357661,0,0,1,2.7,2216,Aug
238,Целебные травы,Анор Лондо,51.45159698098365,0,1,0,2.7,2216,Aug
239,Целебные травы,Анор Лондо,37.0806665449529,0,0,0,2.7,2216,Aug
240,Целебные травы,Анор Лондо,51.19425302054261,0,0,1,2.7,2216,Aug
241,Целебные травы,Анор Лондо,41.76434717629984,0,0,0,2.7,2216,Aug
242,Целебные травы,Анор Лондо,41.07189240181206,1,0,0,2.7,2216,Aug
243,Целебные травы,Анор Лондо,46.93448262883607,1,0,0,2.7,2216,Sep
244,Целебные травы,Анор Лондо,53.527111811339395,0,1,0,2.7,2216,Sep
245,Целебные травы,Анор Лондо,36.53435201550846,0,0,0,2.7,2216,Sep
246,Целебные травы,Анор Лондо,41.993150782666135,0,0,0,2.7,2216,Sep
247,Целебные травы,Анор Лондо,46.59558774339153,0,0,1,2.7,2216,Sep
248,Целебные травы,Анор Лондо,50.506257710593545,0,1,0,2.7,2216,Sep
249,Целебные травы,Анор Лондо,36.69601630089328,0,0,0,2.7,2216,Sep
250,Целебные травы,Анор Лондо,33.50096573083497,0,0,0,2.7,2216,Sep
251,Целебные травы,Анор Лондо,44.94416533583085,1,0,0,2.7,2216,Sep
252,Целебные травы,Анор Лондо,35.54198057836344,0,0,0,3.39,2216,Sep
253,Целебные травы,Анор Лондо,38.79291365822205,0,0,0,3.39,2216,Sep
254,Целебные травы,Анор Лондо,43.572846290246815,0,0,0,3.39,2216,Sep
255,Целебные травы,Анор Лондо,53.72873253096209,1,0,0,3.39,2216,Sep
256,Целебные травы,Анор Лондо,50.3744875097223,0,1,0,3.39,2216,Sep
257,Целебные травы,Анор Лондо,41.95228356223946,0,0,0,3.39,2216,Sep
258,Целебные травы,Анор Лондо,54.088669696374794,1,0,0,3.39,2216,Sep
259,Целебные травы,Анор Лондо,42.83698744945867,0,0,0,3.39,2216,Sep
260,Целебные травы,Анор Лондо,41.32998110321688,0,0,0,3.39,2216,Sep
261,Целебные травы,Анор Лондо,53.42216733019938,1,0,0,3.39,2216,Sep
262,Целебные травы,Анор Лондо,43.192443549189875,0,0,0,3.39,2216,Sep
263,Целебные травы,Анор Лондо,35.454564493992876,0,0,0,3.39,2216,Sep
264,Целебные травы,Анор Лондо,42.5001909703663,0,0,0,3.39,2216,Sep
265,Целебные травы,Анор Лондо,59.39036075930669,0,1,0,3.39,2216,Sep
266,Целебные травы,Анор Лондо,56.02246622180689,0,1,0,3.39,2216,Sep
267,Целебные травы,Анор Лондо,50.44508163855459,0,1,0,3.39,2216,Sep
268,Целебные травы,Анор Лондо,55.06862560506987,0,1,0,3.39,2216,Sep
269,Целебные травы,Анор Лондо,36.394998245821775,0,0,0,3.39,2216,Sep
270,Целебные травы,Анор Лондо,42.75577234098331,0,0,0,3.39,2216,Sep
271,Целебные травы,Анор Лондо,31.65996146728125,0,0,0,3.39,2216,Sep
272,Целебные травы,Анор Лондо,36.964190215778366,0,0,0,3.39,2216,Sep
273,Целебные травы,Анор Лондо,42.63536926308298,0,0,0,3.39,2216,Oct
274,Целебные травы,Анор Лондо,38.006628909398614,0,0,0,5.47,2216,Oct
275,Целебные травы,Анор Лондо,58.98189728871546,0,0,1,5.47,2216,Oct
276,Целебные травы,Анор Лондо,38.77344099517902,0,0,0,5.47,2216,Oct
277,Целебные травы,Анор Лондо,56.403876169903945,0,1,0,5.47,2216,Oct
278,Целебные травы,Анор Лондо,48.6888744933551,0,0,0,5.47,2216,Oct
279,Целебные травы,Анор Лондо,55.21764959567338,0,1,0,5.47,2216,Oct
280,Целебные травы,Анор Лондо,57.10736772395951,0,1,0,5.47,2216,Oct
281,Целебные травы,Анор Лондо,43.116657663708246,0,0,0,5.47,2216,Oct
282,Целебные травы,Анор Лондо,45.62134247597595,0,0,0,5.47,2216,Oct
283,Целебные травы,Анор Лондо,52.8507644628946,1,0,0,5.47,2216,Oct
284,Целебные травы,Анор Лондо,45.63917076102231,0,0,0,5.47,2216,Oct
285,Целебные травы,Анор Лондо,40.26014216056991,0,0,0,3.73,2216,Oct
286,Целебные травы,Анор Лондо,46.87214313558623,0,0,0,3.73,2216,Oct
287,Целебные травы,Анор Лондо,46.936399123685085,0,0,0,3.73,2216,Oct
288,Целебные травы,Анор Лондо,42.59229117540177,0,0,0,3.73,2216,Oct
289,Целебные травы,Анор Лондо,58.46921354710776,0,0,1,3.73,2216,Oct
290,Целебные травы,Анор Лондо,57.05757229282307,1,0,0,3.73,2216,Oct
291,Целебные травы,Анор Лондо,42.208951474202934,0,0,0,3.73,2216,Oct
292,Целебные травы,Анор Лондо,42.62729741558772,0,0,0,3.73,2216,Oct
293,Целебные травы,Анор Лондо,42.75038320007329,0,0,0,3.73,2216,Oct
294,Целебные травы,Анор Лондо,60.6196583376177,0,0,1,3.73,2216,Oct
295,Целебные травы,Анор Лондо,40.413776798937704,0,0,0,3.73,2216,Oct
296,Целебные травы,Анор Лондо,42.658459317294806,0,0,0,3.73,2216,Oct
297,Целебные травы,Анор Лондо,38.432733300203566,0,0,0,3.73,2216,Oct
298,Целебные травы,Анор Лондо,39.88803688629812,0,0,0,3.73,2216,Oct
299,Целебные травы,Анор Лондо,51.713530416876345,0,1,0,3.73,2216,Oct
300,Целебные травы,Анор Лондо,34.11150481192739,0,0,0,3.73,2216,Oct
301,Целебные травы,Анор Лондо,42.89498312893189,0,0,0,3.73,2216,Oct
302,Целебные травы,Анор Лондо,54.400832247716195,0,1,0,3.73,2216,Oct
303,Целебные травы,Анор Лондо,37.30225065359045,0,0,0,2.58,2216,Oct
304,Целебные травы,Анор Лондо,48.786388219777365,0,1,0,2.58,2216,Nov
305,Целебные травы,Анор Лондо,44.64526713465049,0,0,0,2.58,2216,Nov
306,Целебные травы,Анор Лондо,43.59872205976482,0,0,0,2.58,2216,Nov
307,Целебные травы,Анор Лондо,55.65727274114494,0,1,0,2.58,2216,Nov
308,Целебные травы,Анор Лондо,38.99623799828022,0,0,0,2.58,2216,Nov
309,Целебные травы,Анор Лондо,41.50047737234801,0,0,0,2.58,2216,Nov
310,Целебные травы,Анор Лондо,61.019926861550246,1,0,0,2.58,2216,Nov
311,Целебные травы,Анор Лондо,45.01550916787047,0,0,0,2.58,2216,Nov
312,Целебные травы,Анор Лондо,40.27875692218643,0,0,0,2.58,2216,Nov
313,Целебные травы,Анор Лондо,40.50031716485005,0,0,0,2.81,2216,Nov
314,Целебные травы,Анор Лондо,60.20640178863169,1,0,0,2.81,2216,Nov
315,Целебные травы,Анор Лондо,31.662343423836248,0,0,0,2.81,2216,Nov
316,Целебные травы,Анор Лондо,45.961167169712844,0,1,0,2.81,2216,Nov
317,Целебные травы,Анор Лондо,53.68742434566246,0,1,0,2.81,2216,Nov
318,Целебные травы,Анор Лондо,47.80251860375027,0,1,0,2.81,2216,Nov
319,Целебные травы,Анор Лондо,35.986377837249634,0,0,0,2.81,2216,Nov
320,Целебные травы,Анор Лондо,46.05730201797629,0,1,0,2.81,2216,Nov
321,Целебные травы,Анор Лондо,40.00350500462555,0,0,0,2.81,2216,Nov
322,Целебные травы,Анор Лондо,51.87546911022402,0,1,0,2.81,2216,Nov
323,Целебные травы,Анор Лондо,53.937834955534264,0,1,0,2.81,2216,Nov
324,Целебные травы,Анор Лондо,33.0774277190642,0,0,0,2.81,2216,Nov
325,Целебные травы,Анор Лондо,46.82830433817955,0,0,1,2.81,2216,Nov
326,Целебные травы,Анор Лондо,34.88418520013985,0,0,0,2.81,2216,Nov
327,Целебные травы,Анор Лондо,38.86798644375431,0,0,0,2.81,2216,Nov
328,Целебные травы,Анор Лондо,31.43457867962339,0,0,0,2.81,2216,Nov
329,Целебные травы,Анор Лондо,56.196816560763196,1,0,0,2.81,2216,Nov
330,Целебные травы,Анор Лондо,43.92560446113427,1,0,0,2.81,2216,Nov
331,Целебные травы,Анор Лондо,35.57343702766965,0,0,0,2.81,2216,Nov
332,Целебные травы,Анор Лондо,50.946973852172015,0,0,1,6.22,2216,Nov
